titolo,durata,genere,rating,regista,cast,classificazione,film_id
The Hustle,93.0,"Commedia, Crime",5.4,Chris Addison,"Anne Hathaway, Rebel Wilson, Alex Sharp, Tim Blake Nelson",,2901
Soldier,99.0,"Azione, Dramma, Fantascienza",6.0,Paul W.S. Anderson,"Kurt Russell, Jason Scott Lee, Jason Isaacs, Connie Nielsen",,2902
Super Troopers,100.0,"Commedia, Crime, Mistero",7.0,Jay Chandrasekhar,"Jay Chandrasekhar, Kevin Heffernan, André Vippolis, Joey Kern",VM18,2903
The 13th Warrior,102.0,"Azione, Avventura, Storico",6.6,John McTiernan,"Michael Crichton, Antonio Banderas, Diane Venora, Dennis Storhøi, Vladimir Kulich",,2904
Corpse Bride,77.0,"Animazione, Commedia, Dramma",7.4,Tim Burton,"Mike Johnson, Johnny Depp, Helena Bonham Carter, Emily Watson, Tracey Ullman",,2905
The Towering Inferno,165.0,"Azione, Dramma, Thriller",7.0,John Guillermin,"Paul Newman, Steve McQueen, William Holden, Faye Dunaway",,2906
Monster's Ball,111.0,"Dramma, Romantico",7.1,Marc Forster,"Billy Bob Thornton, Halle Berry, Taylor Simpson, Gabrielle Witcher",,2907
Tickled,92.0,"Documentario, Crime, Mistero",7.5,David Farrier,"Dylan Reeve, David Farrier, Dylan Reeve, David Starr, Kevin Clarke",VM18,2908
The Producers,88.0,"Commedia, Musica",7.5,Mel Brooks,"Zero Mostel, Gene Wilder, Dick Shawn, Kenneth Mars",,2909
Jay and Silent Bob Strike Back,104.0,Commedia,6.8,Kevin Smith,"Jason Mewes, Kevin Smith, Amy Noble, Harley Quinn Smith",,2910
Devotion,139.0,"Azione, Biografia, Dramma",6.6,J.D. Dillard,"Jonathan Majors, Glen Powell, Christina Jackson, Thomas Sadoski",,2911
Mimic,105.0,"Horror, Fantascienza",6.0,Guillermo del Toro,"Mira Sorvino, Jeremy Northam, Alexander Goodwin, Giancarlo Giannini",VM18,2912
Last Seen Alive,95.0,"Azione, Avventura, Crime",5.7,Brian Goodman,"Gerard Butler, Jaimie Alexander, Russell Hornsby, Ethan Embry",,2913
Rock Star,105.0,"Dramma, Musica",6.3,Stephen Herek,"Mark Wahlberg, Jennifer Aniston, Dominic West, Jason Bonham",,2914
Don't Breathe 2,98.0,"Azione, Crime, Horror",6.0,Rodo Sayagues,"Stephen Lang, Madelyn Grace, Brendan Sexton III, Adam Young",,2915
Bad Lieutenant,96.0,"Crime, Dramma, Thriller",7.0,Abel Ferrara,"Harvey Keitel, Brian McElroy, Frank Acciarito, Peggy Gormley",,2916
Notes on a Scandal,92.0,"Crime, Dramma, Romantico",7.4,Richard Eyre,"Cate Blanchett, Judi Dench, Andrew Simpson, Tom Georgeson",VM18,2917
Epic,102.0,"Animazione, Azione, Avventura",6.6,Chris Wedge,"Amanda Seyfried, Josh Hutcherson, Beyoncé, Colin Farrell",,2918
Mean Streets,112.0,"Crime, Dramma, Thriller",7.2,Martin Scorsese,"Robert De Niro, Harvey Keitel, David Proval, Amy Robinson",,2919
Cult Killer,105.0,"Avventura, Crime, Dramma",4.7,Jon Keeyes,"Alice Eve, Antonio Banderas, Shelley Hennig, Olwen Fouéré",VM18,2920
Journey 2: The Mysterious Island,94.0,"Azione, Avventura, Commedia",5.7,Brad Peyton,"Josh Hutcherson, Dwayne Johnson, Michael Caine, Luis Guzmán",,2921
Michael Clayton,119.0,"Crime, Dramma, Mistero",7.2,Tony Gilroy,"George Clooney, Tilda Swinton, Tom Wilkinson, Michael O'Keefe",,2922
Halloween,109.0,Horror,6.0,Rob Zombie,"Scout Taylor-Compton, Malcolm McDowell, Tyler Mane, Brad Dourif",,2923
The Stepford Wives,93.0,"Commedia, Horror, Fantascienza",5.3,Frank Oz,"Nicole Kidman, Bette Midler, Matthew Broderick, Glenn Close",VM14,2924
Skanda: The Attacker,167.0,"Azione, Dramma, Romantico",4.2,Boyapati Srinu,"Ram Pothineni, Sreeleela, Saiee Manjrekar, Prince Cecil",,2925
Ed Wood,127.0,"Biografia, Commedia, Dramma",7.8,Tim Burton,"Johnny Depp, Martin Landau, Sarah Jessica Parker, Patricia Arquette",,2926
The Flintstones in Viva Rock Vegas,90.0,"Commedia, Per famiglie, Romantico",3.7,Brian Levant,"Mark Addy, Stephen Baldwin, Kristen Johnston, Jane Krakowski",,2927
Daddy's Home,96.0,"Commedia, Per famiglie",6.2,Sean Anders,"Will Ferrell, Mark Wahlberg, Linda Cardellini, Thomas Haden Church",,2928
Doom,105.0,"Azione, Horror, Fantascienza",5.2,Andrzej Bartkowiak,"Karl Urban, Rosamund Pike, Dwayne Johnson, Deobia Oparei",,2929
The Pledge,124.0,"Crime, Dramma, Mistero",6.8,Sean Penn,"Jack Nicholson, Benicio Del Toro, Patricia Clarkson, Beau Daniels",,2930
Hillbilly Elegy,116.0,Dramma,6.7,Ron Howard,"Amy Adams, Glenn Close, Gabriel Basso, Haley Bennett",,2931
Mary Queen of Scots,124.0,"Biografia, Dramma, Storico",6.3,Josie Rourke,"Saoirse Ronan, Margot Robbie, Jack Lowden, Joe Alwyn",,2932
Fire in the Sky,109.0,"Biografia, Dramma, Fantasy",6.5,Robert Lieberman,"D.B. Sweeney, Robert Patrick, Craig Sheffer, Peter Berg",VM14,2933
Frozen,93.0,"Avventura, Thriller",6.2,Adam Green,"Shawn Ashmore, Emma Bell, Kevin Zegers, Ed Ackerman",VM18,2934
We Bought a Zoo,124.0,"Commedia, Dramma, Per famiglie",7.0,Cameron Crowe,"Matt Damon, Scarlett Johansson, Thomas Haden Church, Elle Fanning",T,2935
The Cat in the Hat,82.0,"Avventura, Commedia, Per famiglie",4.1,Bo Welch,"Mike Myers, Spencer Breslin, Dakota Fanning, Alec Baldwin",,2936
Sang-froid,119.0,"Azione, Commedia, Crime",6.2,Hans Petter Moland,"Liam Neeson, Laura Dern, Micheál Neeson, Michael Eklund",,2937
Sherlock Holmes: A Game of Shadows,129.0,"Azione, Avventura, Mistero",7.4,Guy Ritchie,"Robert Downey Jr., Jude Law, Jared Harris, Rachel McAdams",,2938
The Shallows,86.0,"Azione, Dramma, Horror",6.3,Jaume Collet-Serra,"Blake Lively, Óscar Jaenada, Angelo Josue Lozano Corzo, Joseph Salas",,2939
Freaked,86.0,"Commedia, Fantascienza",6.4,Tom Stern,"Alex Winter, Brooke Shields, William Sadler, Eduardo Ricard, Henry Carbo",,2940
Valentine's Day,125.0,"Commedia, Romantico",5.7,Garry Marshall,"Julia Roberts, Jamie Foxx, Anne Hathaway, Jessica Alba",,2941
The Way Way Back,103.0,"Commedia, Dramma",7.4,Nat Faxon,"Jim Rash, Steve Carell, Toni Collette, Allison Janney, AnnaSophia Robb",VM14,2942
Pet Sematary,100.0,"Horror, Mistero, Thriller",5.7,Kevin Kölsch,"Dennis Widmyer, Jason Clarke, Amy Seimetz, John Lithgow, Jeté Laurence",,2943
Original Sin,116.0,"Dramma, Mistero, Romantico",6.0,Michael Cristofer,"Antonio Banderas, Angelina Jolie, Thomas Jane, Jack Thompson",,2944
"Kimetsu no Yaiba Kizuna no Kiseki, Soshite Hashira Geiko e",104.0,"Animazione, Azione",6.6,Haruo Sotozaki,"Natsuki Hanae, Kengo Kawanishi, Akari Kitô, Yoshitsugu Matsuoka",VM18,2945
Empire of Light,115.0,"Dramma, Romantico",6.7,Sam Mendes,"Olivia Colman, Micheal Ward, Colin Firth, Toby Jones",VM18,2946
U.S. Marshals,131.0,"Azione, Crime, Thriller",6.6,Stuart Baird,"Tommy Lee Jones, Wesley Snipes, Robert Downey Jr., Joe Pantoliano",,2947
Never Been Kissed,107.0,"Commedia, Dramma, Romantico",6.0,Raja Gosnell,"Drew Barrymore, David Arquette, Michael Vartan, Molly Shannon",,2948
The Spectacular Now,95.0,"Dramma, Romantico",7.0,James Ponsoldt,"Miles Teller, Shailene Woodley, Kyle Chandler, Jennifer Jason Leigh",,2949
Clerks,92.0,Commedia,7.7,Kevin Smith,"Brian O'Halloran, Jeff Anderson, Marilyn Ghigliotti, Lisa Spoonauer",,2950
Ladyhawke,121.0,"Avventura, Commedia, Dramma",6.9,Richard Donner,"Matthew Broderick, Rutger Hauer, Michelle Pfeiffer, Leo McKern",,2951
The Gift,112.0,"Dramma, Fantasy, Horror",6.7,Sam Raimi,"Cate Blanchett, Katie Holmes, Keanu Reeves, Giovanni Ribisi",VM18,2952
The Golden Compass,113.0,"Avventura, Per famiglie, Fantasy",6.1,Chris Weitz,"Nicole Kidman, Daniel Craig, Dakota Blue Richards, Ben Walker",,2953
Riddle of Fire,115.0,"Azione, Avventura, Commedia",6.6,Weston Razooli,"Lio Tipton, Charles Halford, Weston Razooli, Skyler Peters",VM14,2954
Rachel Getting Married,113.0,"Dramma, Romantico",6.7,Jonathan Demme,"Anne Hathaway, Rosemarie DeWitt, Debra Winger, Sebastian Stan",VM18,2955
Never Say Never Again,134.0,"Azione, Avventura, Thriller",6.1,Irvin Kershner,"Sean Connery, Kim Basinger, Klaus Maria Brandauer, Max von Sydow",,2956
The Big Sick,120.0,"Commedia, Dramma, Romantico",7.5,Michael Showalter,"Kumail Nanjiani, Zoe Kazan, Holly Hunter, Ray Romano",,2957
Bon voyage,114.0,"Commedia, Dramma, Mistero",6.7,Jean-Paul Rappeneau,"Isabelle Adjani, Gérard Depardieu, Virginie Ledoyen, Grégori Derangère",VM14,2958
An Cailín Ciúin,95.0,Dramma,7.7,Colm Bairéad,"Carrie Crowley, Andrew Bennett, Catherine Clinch, Michael Patric",VM14,2959
G.I. Joe: Retaliation,110.0,"Azione, Avventura, Fantascienza",5.7,Jon M. Chu,"Dwayne Johnson, Channing Tatum, Adrianne Palicki, Lee Byung-hun",,2960
Emma,120.0,"Commedia, Dramma, Romantico",6.6,Douglas McGrath,"Gwyneth Paltrow, James Cosmo, Greta Scacchi, Alan Cumming",T,2961
Hunger,146.0,"Dramma, Thriller",6.6,Sitisiri Mongkolsiri,"Nopachai Chaiyanam, Chutimon Chuengcharoensukying, Emilio Ferreira, Alex Gravenstein",,2962
The Chronicles of Narnia: Prince Caspian,150.0,"Azione, Avventura, Per famiglie",6.5,Andrew Adamson,"Ben Barnes, Skandar Keynes, Georgie Henley, William Moseley",,2963
Jungle,115.0,"Azione, Avventura, Biografia",6.7,Greg McLean,"Daniel Radcliffe, Thomas Kretschmann, Alex Russell, Joel Jackson",VM18,2964
42,128.0,"Biografia, Dramma, Sport",7.5,Brian Helgeland,"Chadwick Boseman, T.R. Knight, Harrison Ford, Nicole Beharie",VM14,2965
A Fish Called Wanda,108.0,"Commedia, Crime",7.5,Charles Crichton,"John Cleese, John Cleese, Jamie Lee Curtis, Kevin Kline, Michael Palin",,2966
Cannibal ferox,93.0,"Avventura, Horror",5.1,Umberto Lenzi,"Giovanni Lombardo Radice, Lorraine De Selle, Danilo Mattei, Zora Kerova",,2967
Grimsby,83.0,"Azione, Avventura, Commedia",6.2,Louis Leterrier,"Sacha Baron Cohen, Mark Strong, Rebel Wilson, Freddie Crowder",,2968
D2: The Mighty Ducks,106.0,"Commedia, Dramma, Per famiglie",6.1,Sam Weisman,"Emilio Estevez, Kathryn Erbe, Michael Tucker, Jan Rubes",T,2969
Stick It,103.0,"Commedia, Dramma, Sport",6.4,Jessica Bendinger,"Missy Peregrym, Jeff Bridges, Vanessa Lengies, Nikki SooHoo",VM14,2970
Fiddler on the Roof,181.0,"Dramma, Per famiglie, Musical",8.0,Norman Jewison,"Topol, Norma Crane, Leonard Frey, Molly Picon",,2971
The American,105.0,"Azione, Crime, Dramma",6.3,Anton Corbijn,"George Clooney, Paolo Bonacelli, Violante Placido, Irina Björklund",,2972
The Wonder,108.0,"Dramma, Mistero, Thriller",6.6,Sebastián Lelio,"Florence Pugh, Tom Burke, Kíla Lord Cassidy, Niamh Algar",,2973
It's Complicated,121.0,"Commedia, Dramma, Romantico",6.5,Nancy Meyers,"Meryl Streep, Steve Martin, Alec Baldwin, John Krasinski",,2974
Chaos Walking,109.0,"Azione, Avventura, Fantasy",5.7,Doug Liman,"Tom Holland, Daisy Ridley, Demián Bichir, David Oyelowo",,2975
Thumbelina,86.0,"Animazione, Avventura, Per famiglie",6.2,Don Bluth,"Gary Goldman, Jodi Benson, Gary Imhoff, Gino Conforti, Barbara Cook",,2976
Evil Dead II,84.0,"Commedia, Horror",7.7,Sam Raimi,"Bruce Campbell, Sarah Berry, Dan Hicks, Kassie Wesley DePaiva",,2977
"Love, Simon",110.0,"Commedia, Dramma",7.5,Greg Berlanti,"Nick Robinson, Jennifer Garner, Josh Duhamel, Katherine Langford",,2978
Le pacte des loups,142.0,"Azione, Avventura, Dramma",7.0,Christophe Gans,"Samuel Le Bihan, Mark Dacascos, Jérémie Renier, Vincent Cassel",VM18,2979
My Policeman,113.0,"Dramma, Romantico",6.5,Michael Grandage,"Harry Styles, Emma Corrin, Gina McKee, Linus Roache",,2980
Heavyweights,97.0,"Commedia, Dramma, Per famiglie",6.6,Steven Brill,"Tom McGowan, Aaron Schwartz, Ben Stiller, David Goldman",T,2981
Wet Hot American Summer,97.0,"Commedia, Romantico",6.5,David Wain,"Janeane Garofalo, David Hyde Pierce, Michael Showalter, Marguerite Moreau",VM18,2982
Doctor Zhivago,197.0,"Dramma, Romantico, Guerra",7.9,David Lean,"Omar Sharif, Julie Christie, Geraldine Chaplin, Rod Steiger",,2983
Prospect,100.0,"Avventura, Dramma, Fantascienza",6.3,Christopher Caldwell,"Zeek Earl, Sophie Thatcher, Jay Duplass, Pedro Pascal, Luke Pitzrick",VM18,2984
The Devil's Rejects,107.0,"Crime, Dramma, Horror",6.7,Rob Zombie,"Sid Haig, Sheri Moon Zombie, Bill Moseley, William Forsythe",,2985
Little Giants,107.0,"Commedia, Per famiglie, Sport",6.4,Duwayne Dunham,"Rick Moranis, Ed O'Neill, Shawna Waldron, Devon Sawa",T,2986
Morgan,92.0,"Azione, Horror, Fantascienza",5.8,Luke Scott,"Kate Mara, Anya Taylor-Joy, Rose Leslie, Michael Yare",VM18,2987
Lake Mungo,87.0,"Dramma, Horror, Mistero",6.3,Joel Anderson,"Rosie Traynor, David Pledger, Martin Sharpe, Talia Zucker",VM18,2988
Peter Pan,77.0,"Animazione, Avventura, Per famiglie",7.3,Clyde Geronimi,"Wilfred Jackson, Hamilton Luske, Jack Kinney, Bobby Driscoll, Kathryn Beaumont, Hans Conried, Bill Thompson",,2989
Tears of the Sun,121.0,"Azione, Dramma, Thriller",6.6,Antoine Fuqua,"Bruce Willis, Cole Hauser, Monica Bellucci, Eamonn Walker",,2990
Drop Dead Fred,103.0,"Commedia, Dramma, Fantasy",5.9,Ate de Jong,"Phoebe Cates, Rik Mayall, Marsha Mason, Tim Matheson",,2991
Cabin Fever,93.0,Horror,5.6,Eli Roth,"Jordan Ladd, Rider Strong, James DeBello, Cerina Vincent",,2992
Jaws 2,116.0,"Avventura, Horror, Thriller",5.8,Jeannot Szwarc,"Roy Scheider, Lorraine Gary, Murray Hamilton, Joseph Mascolo",,2993
S.W.A.T.,117.0,"Azione, Avventura, Crime",6.1,Clark Johnson,"Samuel L. Jackson, Colin Farrell, Michelle Rodriguez, LL Cool J",VM14,2994
They Cloned Tyrone,122.0,"Commedia, Mistero, Fantascienza",6.6,Juel Taylor,"John Boyega, Jamie Foxx, Teyonah Parris, Kiefer Sutherland",VM18,2995
Foxcatcher,134.0,"Biografia, Dramma, Storico",7.0,Bennett Miller,"Steve Carell, Channing Tatum, Mark Ruffalo, Vanessa Redgrave",VM18,2996
Slap Shot,123.0,"Commedia, Dramma, Sport",7.3,George Roy Hill,"Paul Newman, Michael Ontkean, Strother Martin, Jennifer Warren",,2997
Gangubai Kathiawadi,152.0,"Biografia, Crime, Dramma",7.8,Sanjay Leela Bhansali,"Alia Bhatt, Shantanu Maheshwari, Vijay Raaz, Indira Tiwari",,2998
Crocodile Dundee,97.0,"Azione, Avventura, Commedia",6.6,Peter Faiman,"Paul Hogan, Linda Kozlowski, John Meillon, David Gulpilil",,2999
Status Update,106.0,"Commedia, Fantasy, Romantico",5.8,Scott Speer,"Ross Lynch, Olivia Holt, Harvey Guillén, Courtney Eaton",,3000
The Bone Collector,118.0,"Crime, Dramma, Mistero",6.7,Phillip Noyce,"Denzel Washington, Angelina Jolie, Queen Latifah, Michael Rooker",,3001
Dead Calm,96.0,"Horror, Thriller",6.8,Phillip Noyce,"Nicole Kidman, Sam Neill, Billy Zane, Rod Mullinar",,3002
Ying xiong,120.0,"Azione, Avventura, Dramma",7.9,Yimou Zhang,"Jet Li, Tony Leung Chiu-wai, Maggie Cheung, Ziyi Zhang",,3003
The Danish Girl,119.0,"Biografia, Crime, Dramma",7.1,Tom Hooper,"Eddie Redmayne, Alicia Vikander, Amber Heard, Ben Whishaw",,3004
Mowgli,104.0,"Avventura, Dramma, Fantasy",6.5,Andy Serkis,"Christian Bale, Cate Blanchett, Benedict Cumberbatch, Naomie Harris",,3005
The Right Stuff,193.0,"Avventura, Biografia, Dramma",7.8,Philip Kaufman,"Sam Shepard, Scott Glenn, Ed Harris, Dennis Quaid",,3006
Adventureland,107.0,"Commedia, Dramma, Romantico",6.8,Greg Mottola,"Jesse Eisenberg, Kristen Stewart, Ryan Reynolds, Martin Starr",,3007
Don't Tell Mom the Babysitter's Dead,99.0,Commedia,4.2,Wade Allain-Marcus,"June Squibb, Iantha Richardson, Jermaine Fowler, Tyriq Withers",VM18,3008
Supernova,95.0,"Dramma, Romantico",6.9,Harry Macqueen,"Colin Firth, Stanley Tucci, Pippa Haywood, Peter MacQueen",VM18,3009
The Hours,110.0,"Dramma, Romantico",7.5,Stephen Daldry,"Meryl Streep, Nicole Kidman, Julianne Moore, Stephen Dillane",VM14,3010
Tenki no ko,112.0,"Animazione, Dramma, Fantasy",7.5,Makoto Shinkai,"Kotaro Daigo, Nana Mori, Tsubasa Honda, Sakura Kiryu",,3011
See How They Run,98.0,"Commedia, Crime, Mistero",6.5,Tom George,"Kieran Hodgson, Pearl Chanda, Gregory Cox, Harris Dickinson",VM14,3012
The Circle,110.0,"Dramma, Mistero, Fantascienza",5.4,James Ponsoldt,"Emma Watson, Tom Hanks, John Boyega, Ellar Coltrane",,3013
Magic Mike's Last Dance,112.0,"Commedia, Dramma",5.2,Steven Soderbergh,"Channing Tatum, Salma Hayek, Ayub Khan-Din, Jemelia George",,3014
The Guns of Navarone,158.0,"Azione, Avventura, Dramma",7.5,J. Lee Thompson,"David Niven, Gregory Peck, Anthony Quinn, Anthony Quayle",,3015
The Taking of Pelham One Two Three,104.0,"Azione, Crime, Thriller",7.6,Joseph Sargent,"Walter Matthau, Robert Shaw, Martin Balsam, Hector Elizondo",,3016
Medieval,125.0,"Azione, Dramma, Storico",5.9,Petr Jákl,"Ben Foster, Sophie Lowe, Michael Caine, Til Schweiger",VM18,3017
eXistenZ,97.0,"Horror, Mistero, Fantascienza",6.8,David Cronenberg,"Jude Law, Jennifer Jason Leigh, Ian Holm, Willem Dafoe",,3018
Out of Africa,161.0,"Biografia, Dramma, Romantico",7.1,Sydney Pollack,"Meryl Streep, Robert Redford, Klaus Maria Brandauer, Michael Kitchen",,3019
Metalstorm: The Destruction of Jared-Syn,84.0,"Azione, Avventura, Romantico",3.9,Charles Band,"Jeffrey Byron, Michael Preston, Tim Thomerson, Kelly Preston",,3020
Words on Bathroom Walls,110.0,"Dramma, Romantico",7.2,Thor Freudenthal,"Charlie Plummer, Andy Garcia, Taylor Russell, AnnaSophia Robb",VM14,3021
The Next Three Days,133.0,"Azione, Crime, Dramma",7.3,Paul Haggis,"Russell Crowe, Elizabeth Banks, Liam Neeson, Michael Buie",,3022
A Walk Among the Tombstones,114.0,"Azione, Crime, Dramma",6.5,Scott Frank,"Liam Neeson, Dan Stevens, David Harbour, Boyd Holbrook",,3023
The Core,135.0,"Azione, Avventura, Fantascienza",5.5,Jon Amiel,"Aaron Eckhart, Hilary Swank, Delroy Lindo, Bruce Greenwood",,3024
Fantasy Island,109.0,"Fantasy, Horror, Mistero",4.9,Jeff Wadlow,"Michael Peña, Maggie Q, Lucy Hale, Austin Stowell",,3025
DragonHeart,103.0,"Azione, Avventura, Fantasy",6.4,Rob Cohen,"Dennis Quaid, Sean Connery, Dina Meyer, Pete Postlethwaite",,3026
The Expendables 2,103.0,"Azione, Avventura, Thriller",6.6,Simon West,"Sylvester Stallone, Liam Hemsworth, Randy Couture, Jean-Claude Van Damme",,3027
Westworld,88.0,"Azione, Dramma, Fantascienza",6.9,Michael Crichton,"Yul Brynner, Richard Benjamin, James Brolin, Norman Bartold",,3028
Silver Streak,114.0,"Azione, Commedia, Crime",6.9,Arthur Hiller,"Gene Wilder, Richard Pryor, Jill Clayburgh, Patrick McGoohan",,3029
On Her Majesty's Secret Service,142.0,"Azione, Avventura, Thriller",6.7,Peter R. Hunt,"George Lazenby, Diana Rigg, Telly Savalas, Gabriele Ferzetti",,3030
Hotel Rwanda,121.0,"Biografia, Dramma, Storico",8.1,Terry George,"Don Cheadle, Sophie Okonedo, Joaquin Phoenix, Xolani Mali",,3031
Gwoemul,120.0,"Dramma, Horror, Fantascienza",7.1,Bong Joon Ho,"Song Kang-ho, Byun Hee-Bong, Park Hae-il, Bae Doona",,3032
Surviving the Game,96.0,"Azione, Avventura, Crime",6.2,Ernest R. Dickerson,"Rutger Hauer, Ice-T, Charles S. Dutton, Gary Busey",VM18,3033
The Amityville Horror,90.0,Horror,5.9,Andrew Douglas,"Ryan Reynolds, Melissa George, Jimmy Bennett, Jesse James",,3034
The Exorcism of Emily Rose,119.0,"Dramma, Horror, Thriller",6.7,Scott Derrickson,"Laura Linney, Tom Wilkinson, Shohreh Aghdashloo, Campbell Scott",,3035
Newsies,121.0,"Dramma, Per famiglie, Storico",6.9,Kenny Ortega,"Christian Bale, Bill Pullman, Robert Duvall, Ann-Margret",T,3036
Escape from L.A.,101.0,"Azione, Avventura, Fantascienza",5.7,John Carpenter,"Kurt Russell, Steve Buscemi, Stacy Keach, A.J. Langer",,3037
Malcolm & Marie,106.0,"Dramma, Romantico",6.6,Sam Levinson,"John David Washington, Zendaya",,3038
Copycat,123.0,"Dramma, Mistero, Thriller",6.6,Jon Amiel,"Sigourney Weaver, Holly Hunter, Dermot Mulroney, William McNamara",,3039
The Cloverfield Paradox,102.0,"Azione, Horror, Fantascienza",5.5,Julius Onah,"Gugu Mbatha-Raw, David Oyelowo, Daniel Brühl, John Ortiz",VM14,3040
Pet Sematary: Bloodlines,87.0,"Fantasy, Horror",4.6,Lindsey Anderson Beer,"Jackson White, Natalie Alyn Lind, Forrest Goodluck, Isabella LaBlanc",VM18,3041
Way Down,118.0,"Azione, Thriller",6.4,Jaume Balagueró,"Freddie Highmore, Astrid Bergès-Frisbey, Sam Riley, Liam Cunningham",VM18,3042
Onward,102.0,"Animazione, Avventura, Commedia",7.4,Dan Scanlon,"Tom Holland, Chris Pratt, Julia Louis-Dreyfus, Octavia Spencer",,3043
The Fox and the Hound,83.0,"Animazione, Avventura, Dramma",7.2,Ted Berman,"Richard Rich, Art Stevens, David Hand, Wolfgang Reitherman, Mickey Rooney, Kurt Russell, Pearl Bailey, Jack Albertson",,3044
Durante la tormenta,128.0,"Dramma, Fantasy, Mistero",7.4,Oriol Paulo,"Adriana Ugarte, Chino Darín, Javier Gutiérrez, Álvaro Morte",,3045
Monster House,91.0,"Animazione, Commedia, Per famiglie",6.6,Gil Kenan,"Mitchel Musso, Sam Lerner, Spencer Locke, Ryan Whitney",,3046
White Noise,136.0,"Commedia, Dramma, Horror",5.7,Noah Baumbach,"Adam Driver, Greta Gerwig, Don Cheadle, Madison Gaughan",,3047
Dracula 2000,99.0,"Azione, Fantasy, Horror",4.9,Patrick Lussier,"Gerard Butler, Justine Waddell, Jonny Lee Miller, Christopher Plummer",VM18,3048
Trouble with the Curve,111.0,"Dramma, Romantico, Sport",6.8,Robert Lorenz,"Clint Eastwood, Amy Adams, John Goodman, Justin Timberlake",,3049
Lovelace,93.0,"Biografia, Dramma",6.2,Rob Epstein,"Jeffrey Friedman, Amanda Seyfried, Peter Sarsgaard, Sharon Stone, Juno Temple",,3050
Sniper. The White Raven,111.0,"Dramma, Guerra",6.4,Marian Bushan,"Pavlo Aldoshyn, Maryna Koshkina, Andrey Mostrenko, Roman Semysal",VM18,3051
She Said,129.0,"Dramma, Storico",7.3,Maria Schrader,"Zoe Kazan, Carey Mulligan, Patricia Clarkson, Lola Petticrew",,3052
Night at the Museum: Secret of the Tomb,98.0,"Avventura, Commedia, Per famiglie",6.2,Shawn Levy,"Ben Stiller, Robin Williams, Owen Wilson, Dick Van Dyke",,3053
Out of the Furnace,116.0,"Azione, Crime, Dramma",6.7,Scott Cooper,"Christian Bale, Casey Affleck, Zoe Saldana, Woody Harrelson",VM18,3054
Strange Days,145.0,"Crime, Dramma, Fantascienza",7.2,Kathryn Bigelow,"Ralph Fiennes, Angela Bassett, Juliette Lewis, Tom Sizemore",,3055
Good Luck Chuck,101.0,"Commedia, Romantico",5.6,Mark Helfrich,"Dane Cook, Jessica Alba, Dan Fogler, Connor Price",,3056
Back to School,96.0,"Commedia, Romantico, Sport",6.7,Alan Metter,"Rodney Dangerfield, Sally Kellerman, Burt Young, Keith Gordon",,3057
